start	end	text
0.6016000000000001	5.514666666666668	monologo era un po' meno in alto mare, era un po' più pronto, mi sono tranquillizzato
5.540038095238096	14.036190476190477	e sono andato a letto. Però ci sono anche delle persone che non riescono a studiare
14.040000000000001	20.45527446300716	per esempio sul giorno prima dell'esame. Secondo me manca troppo poco. Allora, secondo
20.44	26.575111111111113	me la questione è questa qui, che c'è un limite di tempo. C'è un limite di tempo diverso
26.800668523676883	31.794540389972145	per ciascuno di noi, che dipende dalla propensione all'ansia di ciascuno, dalla
31.759999999999998	35.09252830188679	sicurezza in se stesso di ciascuno, dall'esperienza parlando in pubblico di
35.20022857142857	43.4559238095238	ciascuno, c'è un limite di tempo prima del quale prepararsi previene l'ansia o
43.76034115138592	50.25415778251599	addirittura scaccia l'ansia se ti è venuta e dopo il quale te la fa venire.
51.52112798264642	58.25570498915401	prepararsi ti fa venire l'ansia, allora il segreto è tenere conto che c'è un
58.24	63.32944081439394	limite di tempo e prepararsi prima, ti devi preparare prima, parentesi.
