start	end	text
0.5614035087719298	5.5739348370927315	e tutto il mio percorso universitario in generale, perché sono successe tantissime cose, non ho passato di test.
6.180451127819548	11.734335839598998	È stato una serie di fallimenti dietro l'altro che mi hanno fatto stare veramente veramente male,
12.0	16.994269340974213	ma so che tanti di voi si ritrovano nella mia stessa situazione un anno fa, cioè persi completamente,
17.0	22.11461318051576	senza aver passato di test, quindi senza essere entrati in università e senza sapere cosa fare.
22.321070234113712	26.474916387959865	Per cui ho pensato che queste parole che sto per dire avrebbero aiutato tantissimo
26.0	28.62598173515982	e avrebbero fatto super piacere alla me del passato e vorrei cercare di dare conforto a qualcun altro, quantomeno dare
32.78	37.35443037974684	alcuni consigli che possono servire per continuare a vivere la vita serenamente.
37.661127348643014	44.71582463465553	Detto ciò, direi di entrare nel vivo del video, solo una piccola premessa o meglio una piccola richiesta. Se volete supportare il mio canale
45.20153354632588	49.29456869009584	mi raccomando lasciate sempre un pollicino in suoi miei video se vi piacciono e soprattutto
49.42116343490305	54.25451523545706	tutto commentate perché questo vuol dire farmi sentire che ci siete veramente e che
54.24	58.79396923076923	mi ascoltate veramente. Grazie mille e iniziamo. Piccolo riassunto per chi si
58.920557491289195	62.713728222996515	fosse perso le puntate precedenti. Io mi sono diplomata dal liceo linguistico a
63.0816918429003	67.19407854984894	giugno del 2021 e sono sempre stata una studentessa molto dirigente nel senso
67.16	70.33239215686274	che ho sempre messo lo studio al primo posto, mi sono sempre impegnata al
70.52069565217391	75.21426086956522	massimo e così a ottobre del 2021 io avevo già in programma, da quando
75.2	76.743879093199	praticamente hanno iniziato il liceo di voler andare all'università ma ecco ci
81.16	82.60478405315614	sono stati un po' di incidenti di percorso innanzitutto ho fatto diversi
85.42080586080587	88.71282051282051	test di ammissione argomento che poi andremo ad approfondire giusto un pochino
88.68	92.69346801346802	più avanti e non sono passata dopo di che mi sono iscritta comunque a una
92.64	94.18522033898306	facoltà in università privata che è la cattolica di milano ovvero lingue per
96.56	101.11441269841269	l'impresa cercava di un po' mettere insieme quello che a me sarebbe piaciuto
100.88	102.46450142450142	fare con qualcosa che già sapevo fare, cioè le lingue con l'economia perché ero
106.16070796460177	110.7742772861357	convintissima di voler fare economia ma purtroppo come vi accennavo non avevo
110.72	115.95454038997215	passato il talkie. Che cosa succede? Che inizio questa università e faccio anche
115.92	119.45289377289377	la prima sessione di esami in cui ne ho dati solamente due che erano quelli di
119.39999999999999	120.88469841269841	base economici cioè storia economica e economia aziendale e dopo di che ho
123.98085245901639	127.85350819672131	iniziato a seguire sempre meno, a non andare praticamente mai in presenza
127.84	133.23473972602739	sono andata due volte e a vivermela in generale non bene come avrei dovuto perché non conoscevo
133.16	134.9442685851319	tante persone e non andando lì in luogo non potevo assolutamente conoscere altre. Le poche
139.52	143.95394321766562	persone che ho conosciuto erano o persone con cui già avevo avuto qualche scambio di
143.88	151.0155119825708	parole in passato o persone che mi hanno scritto da Instagram, il che è stato veramente favoloso
151.22036553524805	156.59436031331592	e in più mi sentivo come se non stessi facendo la cosa giusta perché avevo tantissime materie
156.92048929663608	161.33394495412844	linguistiche e già di base c'erano due errori nella mia scelta, uno proprio
161.50059405940593	165.39339933993398	riguardante le lingue perché io avevo giurato e spergiurato che all'università
165.52042105263155	169.11298245614034	non le avrei mai più studiate, le avevo già fatte al liceo e avevo già raggiunto
169.12	172.69275985663083	in quelle che mi interessavano il livello desiderato. L'altro errore è stato
172.74006472491908	176.9737216828479	iscrivermi in un'università privata perché personalmente non ritengo che
176.92	178.42445103857565	spendere tutti quei soldi sia corretto per il mio serie di vita, per i miei
181.68	183.2649529780564	obiettivi e per come invece vorrei spendere i miei risparmi. Ovviamente sono
186.07999999999998	191.23408219178083	scelte personali. A marzo finalmente inizio a capire ancora di più che non
191.58051575931233	196.454441260745	potevo continuare così per cui ad aprile è arrivata la tanto sofferta
196.64077669902915	200.673786407767	decisione di abbandonarla e devo dire che da lì c'è stato un po' di nuovo il
200.60000000000002	202.74558746736295	panico che avevo avuto quando non sapevo se sarei andata all'università. La verità
206.70128834355828	210.85398773006136	è che non so dirvi bene qual è stata la cosa che mi ha fatto di nuovo scattare
210.82000000000002	214.39289855072465	direzzo e devi reagire non puoi piangerti addosso, so solo che a un certo
214.36	218.75377358490567	punto mi sono rimboccata le maniche e ho detto bene, è il momento di trovare
218.86046153846155	221.99246153846155	qualcosa altro da fare, trovare una nuova luce, che è una frase che mi piace
222.4621645021645	224.63151515151517	tantissimo e che sto utilizzando molto in questo periodo anche per dare
