start	end	text
0.280546875	7.695	Veniamo infine all'ultimo film che vi consiglio, che si intitola Tre mogli del 2001 e questa è una commedia.
8.340178173719377	14.934832962138081	Questa è una commedia davvero molto divertente, devo dire. Ci sono delle attrici, protagonisti fantastiche.
15.34015444015444	23.395675675675676	Praticamente è la storia di tre donne che non si conoscono, ma che si conosceranno a causa dei loro mariti,
23.68009237875289	29.97459584295612	perché praticamente la sera di Capodanno vengono lasciate, i loro mariti spariscono.
30.400204603580562	35.814015345268544	Poi in qualche modo cominciano questo viaggio insieme per andare alla ricerca dei mariti
36.22020761245675	39.57176470588235	che hanno derubato una banca e sono scappati in Argentina.
40.06021881838075	46.614529540481406	Quindi queste tre donne cominciano questo viaggio e scoprono però una nuova vita.
47.220258397932824	52.453746770025845	Non vi dico altro, perché se decidete di guardare il film, poi vi rovino il finale.
52.88	53.90390804597701	Però, devo dire, è molto divertente questa commedia.
56.18023346303502	58.42894941634241	Spero di avervi dato dei consigli graditi.
59.34014814814815	64.67328395061729	Ovviamente ce n'è per tutti i gusti, c'è il film ispirato ai fumetti,
65.50019880715706	72.99506958250498	c'è la commedia divertente, c'è la commedia un po' drammatica
73.64060377358491	76.12996226415095	e c'è anche un film un po' più riflessivo.
76.80000000000001	78.18352941176471	Quindi mi farete sapere che cosa ne pensate se guarderete questi film.
82.74026614832536	90.30033373205741	Io vi ringrazio tantissimo per aver guardato questo breve video, ci vediamo nel prossimo, a presto, ciao!
