start	end	text
0.10034364261168384	3.873264604810996	Ciao ragazzi e ciao ragazzi, benvenuti in questo nuovo video. Lo so, è passato
4.281345565749235	8.43400611620795	tantissimo tempo dal mio primo video, cioè del ritorno, ovviamente il primo
8.4	13.85466307277628	video altro che tantissimo tempo, 800 anni, però nell'ultimo periodo sono
13.84	17.172434456928837	successo un sacco di cose. Poco dopo il video che vi ho caricato sono partita,
17.2	20.492471482889734	sono andata a Sanremo perché tutte le volte chi è stato il podcast ufficiale
20.48	24.53351170568562	del festival di Sanremo per Spotify è stata una cosa bellissima, sono tornata e
24.48	29.47435158501441	poi è esplosa la terza guerra mondiale. Una cosa che probabilmente voi direte
29.58039772727273	34.514375	vabbè cosa c'entra col canale c'entra perché devo dire che ho avuto dei giorni
34.78093023255814	38.553421926910296	delle settimane un pochino strane non sapevo bene di cosa parlare ma alla
38.54	42.13301818181818	fine ho capito di cosa parlare e parlerò con voi amici visto che ci siete da
42.40116040955632	45.973310580204775	tanti tanti tanti anni quindi mi avete seguito anche nei corsi e ricorsi
46.200716253443524	51.234545454545454	storici della mia vita della cosa che ti scatta in testa quando c'è proprio
51.40056074766355	55.67383177570093	qualcosa di te che non ti piace questa cosa mi è scattata oramai un paio di
55.84060200668896	59.69344481605351	settimane fa, anzi di più tre settimane fa, quando per l'ennesima volta
60.52342629482071	64.57952191235059	guardandomi allo specchio ho detto io non mi piaccio. Facevo ancora video su
62.699999999999996	65.98945244956772	youtube in realtà quando sono riuscita a dimagrire quindi era il 2019
67.8004081632653	72.61440233236151	ero dimagrita, ero dimagrita perché seguivo un regime alimentare corretto
72.90115755627009	76.81369774919614	ero seguita da un nutrizionista, facevo sport per quanto possibile perché io
77.04085808580858	80.91359735973597	non sono una persona avanti allo sport anzi tutt'altro però mi c'ero impegnata ed ero
81.26132890365449	84.9134219269103	riuscita a dimagrire. Poi ho fermato tutto questa è la realtà quando sono tornata
85.10089285714287	87.35089285714287	alla mia nutrizionista la scorsa settimana, lei mi fa
87.5405017921147	90.95268817204301	da quanto è che non fai sport? E io ho detto probabilmente dall'ultima volta che ci siamo viste.
91.18060200668896	95.05351170568562	La realtà amici è che io credo, non so se cambierà mai questa cosa,
95.36144578313252	97.83132530120481	ma io credo di essere una persona che farà io io per tutta la vita.
98.16058394160584	101.57299270072993	Avrà alti e bassi, avrà momenti in cui peserà di più, momenti in cui peserà di meno,
101.76116071428571	103.87053571428571	non riesco ad essere una persona costante,
104.20066889632108	108.07357859531773	se non per quando in grasso arrivo ad un certo punto e allora lì sono costante,
108.22092050209206	110.57071129707114	cioè adesso che non sono mai andata oltre un tot,
110.88030303030304	114.17272727272729	però sono una di quelle ragazze che rimaneva sempre male,
114.40085959885387	119.09426934097421	io me lo ricordo quando ad esempio soprattutto a scuola c'erano dei commenti da parte dei ragazzi
119.22035190615836	123.97425219941348	soprattutto ma anche delle ragazze e non in maniera cattiva magari anche con me presente tutte
124.120415704388	130.67551963048498	ragazze molto magre molto petit molto filiformi o ho visto la televisione una ragazza che pesava
130.66008602150538	132.76460215053763	90 chili come dire 90 chili cioè una cosa da fuori di testa quando in realtà io non ero così
138.32098701298702	143.67485714285715	tanto lontana da quel peso ma le persone non si rendono mai in conto di quanto un peso può essere
143.98079012345679	149.83520987654322	Distribuito in base alla propria altezza in base alla propria fisicità forse non sono mai arrivato a 90 chili nella mia vita
150.06071611253196	155.7953452685422	Credo forse di non esserci mai arrivata ma non è una cosa così tanto lontana dal peso che tante volte posso aver raggiunto
156.38224188790562	160.7350442477876	E quindi è una cosa che mi ha sempre fatto rimanere molto male l'incoscienza del dire certe cose
160.42	165.934745308311	Perché mi feriva tanto oppure ad esempio mi ricordo dei ragazzi ma proprio quando ero più piccola
166.66247557003257	170.19394136807819	dei ragazzi che magari con cui magari era uscita qualche volta e mi dicevano mamma mia
170.7222372881356	174.15383050847458	non riuscirei mai a stare con una ragazza che pesa 80 chili e io magari
174.60199356913182	178.25369774919614	pesavo pesava 80 chili e tu stavi uscendo con me in quel periodo e erano
178.46080808080808	182.19333333333333	delle cose che mi ferivano talmente tanto e io lo so che non venivano dette
182.18	187.45457063711913	in maniera cattiva però mi ferivano mi ferivano perché in quel momento lì io
187.42000000000002	190.5723622047244	ero esattamente quella persona di cui stai parlando anche se tu non te ne
190.5802142857143	194.1529285714286	rendi conto in questo momento a me non me ne frega niente di quanto peso cioè
194.32075313807533	196.95171548117156	il numero sulla bilancia non me ne frega nulla tant'è che so quando sono andata
196.94	200.25259541984732	alla mia nutrizionista le mi fa alice mi raccomando non ti pesare in questo
200.46104838709675	203.23217741935483	mese in cui non ci vedremo e io gli ho detto stai tranquilla perché questa
203.360614334471	206.97290102389078	cosa non succederà mai a me non mi interessa il numero sulla bilancia non
