start	end	text
0.24067988668555243	4.974050991501417	Capite che dal punto di vista tecnico la sfida sarà sicuramente molto molto interessante.
5.6215126050420166	10.254453781512606	Il rischio più grande per noi utenti è che l'aumento dei costi di produzione, l'aumento
10.24	15.654634146341465	di costi di ricerca e sviluppo ricada poi sul prezzo finale dello smartphone, ma speriamo
15.64	15.821208053691276	di no.
16.880687679083096	21.694441260744988	Ecco, quello che conta è capire se effettivamente poi i produttori saranno d'accordo con questa
21.64	26.073273273273273	cosa, accetteranno di buon grado quello che l'Unione Europea gli propone oppure no.
26.520554016620498	31.434127423822716	secondo me no, faranno di tutto in tutti i modi per riuscire ad aggirare la norma, però
31.68032345013477	36.99460916442049	abbiamo visto la Type C insegna, l'abbandono del diesel insegna, che ormai siamo arrivati
37.0	42.3543935309973	in un momento in cui le istituzioni e la politica possono cominciare a fare la voce grossa per
42.58036745406824	48.0948031496063	la questione ambientale. La crisi climatico ormai ci coinvolge tutti, se non dal punto
48.360906148867315	52.29359223300971	di vista dei disastri naturali che ci colpiscono e insomma incrociamo le dita finché questa
52.28	57.35449856733524	cosa non succede non succeda per lo meno nelle operazioni nell'uso di tutti i giorni nella
57.28	62.05420895522388	vita quotidiana e una di queste cose potrebbe essere proprio quello di rinunciare agli smartphone
62.160514469453375	66.27369774919615	come li vediamo adesso per avere degli smartphone più sostenibili magari un pochino più grossi
66.56091168091169	71.33447293447294	magari non pieghevoli ma in cui si possa sostituire la batteria perché abbiano un impronto
71.28	76.91482849604222	ecologica inferiore insomma questo è un tema che ci coinvolgerà veramente da vicino nei prossimi
77.2009667673716	81.65438066465258	anni le decisioni della politica e delle istituzioni saranno sempre più importanti con un ruolo sempre
81.78071625344353	87.5164738292011	più centrale anche nell'indirizzare quello che è lo sviluppo tecnologico e la crescita tecnologica
87.92301886792453	92.47525606469003	che ci piace oppure no. Sono curioso di sapere che cosa ne pensate, fatemelo sapere qua sotto
92.66128048780487	96.87408536585366	nei commenti. Direi che per questo video è tutto, io vi saluto, vi ringrazio di aver visto questo
96.82	97.66338486842105	video, noi ci vediamo alla prossima, ciao!
