start	end	text
0.0	6.675452436194896	quanto ammonta il budget mensile necessario per poter vivere sopravvivere a Milano.
7.101033707865169	13.555505617977529	Partiamo dalle spese più importanti ossia quelle legate alla casa e nello specifico
13.56	15.363837953091686	l'affitto è sicuramente la cosa più costosa e sì a Milano gli affitti sono cari però questo
21.060246913580247	26.89461728395062	vi posso dire che dipende da tantissime variabili una di queste è il tipo di soluzione che scegliete
27.080000000000002	29.344565656565656	perché ci sono soluzioni molto costose ma anche soluzioni molto economiche e in questo video non
35.0	40.855012853470434	posso perdere 20-30 minuti a spiegarvi le mille variabili che condizionano il costo dell'affitto
41.28125984251968	46.494908136482934	però quello che posso fare è darvi un paio di esempi di soluzioni comuni tra noi studenti così
46.44	48.3637721021611	vi fate un'idea sul costo medio di un affitto in base alla soluzione. Allora la cosa più economica
54.64	56.3832523364486	è sicuramente la stanza doppia che costa tra i 300 e i 500 euro al mese. Poi un'altra soluzione
63.36	65.00336755646818	comune tra noi studenti è quella della stanza singola che costa dai 400 ai 700 al mese,
71.68135593220339	77.45530266343826	sono prezzi medi e dipendono da, ripeto, tantissimi fattori. Un'altra invece soluzione molto comune
77.8008908685969	84.83652561247217	è quella del monolocale che può costare dai 500 ai 1000 euro al mese queste sono le soluzioni
85.02164456233422	90.01485411140584	più comuni e gettonate tra noi studenti e mi rendo conto di non potervi dare un prezzo preciso
89.96000000000001	96.15533498759306	perché appunto dipende da troppi fattori però spero che queste indicazioni abbiano dato un'idea
96.04	97.8436217303823	più precisa sul quanto costa vivere a milano a livello di affitti poi tra l'altro vi lascio
104.0	106.06441113490364	anche in descrizione un video dedicato che ho fatto tempo fa sugli affitti a Milano dove intanto vi
111.36	116.05413897280967	dico quali sono le zone più costose di Milano a livello di affitti ma anche quelle più economiche
116.66134419551935	123.89604887983707	oppure do anche delle indicazioni sul come trovare affitti a Milano, quali siti consultare e quali
123.84	129.69501285347042	soluzioni convengono quindi se siete interessati agli affitti vi lascio questo video molto utile
130.62294294294293	134.3541141141141	in descrizione. Superato lo scoglio dell'affitto adesso passiamo alle
137.28905198776758	139.937125382263	utenze come altra spesa legata alla casa e a questo proposito abbiamo bollette
138.88	143.49406727828745	luce e gas che mediamente vengono a costare 100 euro al mese ovviamente
143.64070671378093	147.13300353356888	questo dipende un po' dal mese da quanto consumate però considerate che alcuni
147.11999999999998	148.56539325842695	mesi potete spendere un po' di più un po' di meno prendete con media 100 euro
150.48	154.95389408099686	al mese e poi un'altra spesa che sicuramente vi interesserà è quella
155.0202487562189	161.01512437810945	legata ai internet e anche lì dipende da che abbonamento avete da che soluzione
160.98	164.69307420494698	scegliete io personalmente pago 30 euro al mese e
164.66	169.23394495412845	do la fibra di fast web super veloce quella massima e devo dirvi che mi trovo
169.4408764940239	172.31227091633465	molto bene poi in realtà milano è ben fornita dal
172.26	176.53361022364217	punto di vista di connessioni e un'altra cosa molto importante riguarda
176.54	180.57372013651877	le utenze se vi vede con più persone ovviamente il
180.78103746397693	185.4143515850144	costo di queste utenze viene diviso per il numero di coinquilini se vivete da
185.54048632218846	190.01404255319147	soli come me le pagate piene invece se vivete con altre persone vi viene a
189.98	194.03290734824282	costare un po' di meno perché divide della cifra per tutti i coinquilini
194.56085959885385	199.47489971346704	supponendo di vivere da soli in un monolocale adesso il nostro budget
199.8417008797654	204.11419354838708	mensile considerando soltanto le spese legate alla casa ammonta costo
205.10213675213674	211.51581196581196	dell'affitto più 130 euro di utenze ora invece parliamo di trasporti e c'è da
211.48	215.53346666666667	dire che i trasporti a milano parlando appunto di mezzi pubblici e quelli che
215.82081424936388	221.37491094147583	sicuramente utilizziamo noi studenti vengono gestiti dall'atm azienda
221.58053619302947	226.91479892761393	trasporti milanese che copre bus metro e tram quindi se comprate un biglietto di
226.8800664451827	230.95355481727574	una corsa singola e cosa due euro potete appunto utilizzare il biglietto per una
230.9	237.3752718676123	cosa di bus metro e tram ovviamente se fate un andate e un ritorno per fare
237.38	242.5745098039216	questo viaggio vi viene il tutto a costare 4 euro che è abbastanza caro
243.14126849894294	250.05585623678647	quindi secondo me è molto utile anche intelligente considerare un abbonamento
250.56117647058824	257.2356862745098	l'abbonamento standard costa 330 euro all'anno però c'è un'offerta per gli
257.22	265.29608782435133	under 26 che permette di pagare l'abbonamento soltanto 200 euro all'anno ed è un grande
265.26000000000005	272.1726605504587	sconto perché se dividete questa cifra per 12 vi viene a costare 16 euro e 60 al mese
274.3003166226913	279.77472295514514	che pensate che è una corsa andate a ritorno costa 4 euro se già fate quattro corse andate
283.34975342465754	285.81649315068495	a ritorno vi pagate l'abbonamento mensile da questo ragionamento secondo me è ovvio
285.1	286.863736730361	che fare l'abbonamento se vi spostate molto è anche conveniente e poi tra l'altro oltre ai
292.54	298.79533169533175	vari mezzi pubblici si può anche utilizzare il servizio di car sharing io in realtà non
299.68236144578316	305.1354698795181	l'ho mai utilizzato però se avete la patente con pochi euro si riesce ad affittare la macchina al
305.02000000000004	307.18496551724144	volo e andare dove si vuole con veramente pochi euro e un altro modo per muoversi è quello di
311.74	316.6542441860465	utilizzare biciclette elettriche, monopattini elettrici e quelli sono più
316.64	321.7546131805157	che altro comodi per spostarsi in centro dove ci sono le ztl comunque è
321.8405540166205	326.9546814404432	difficile trovare il parcheggio e con quelli è veramente comodo spostarsi
327.64247557003256	331.0736156351792	e permettono di arrivare ovunque, io personalmente non li utilizzo perché mi
331.04	334.35226765799257	piace andare a piedi però ci sono e sono anche comodi
334.8813880126183	338.8338170347003	quindi per quanto riguarda le spese fisse mensili legate ai trasporti
339.26098081023457	346.3360341151386	mettiamo 16 euro e 60 che appunto l'abbonamento under 26 per avere corse limitate su metrobus e
346.5207322654462	353.0356064073227	tram. Adesso cambiando argomento parliamo di cibo e sì milano è una città cara anche da
352.96000000000004	358.4948787061995	questo punto di vista io personalmente per risparmiare cerco di cucinare quasi tutti i
358.40000000000003	360.36389662027835	giorni a casa e nella mia spesa settimanale spendo mediamente 40 euro e poi un'altra abitudine che
366.48	369.9202891042781	che avevo preso negli ultimi mesi è quella di andare a comprare frutta e verdura
