start	end	text
1.063183183183183	4.774294294294294	Quando viene richiamato? Quando viene richiamato il nostro cane non torna e vi dico subito perché
5.161450151057402	9.374138972809668	perché ha associato, ha fatto un'associazione negativa ovvero quando il cane viene richiamato
9.941861861861863	14.034114114114114	noi lo richiamo e lo portiamo a casa quindi psicologicamente parlando per il tuo cane
14.0	20.575435294117646	quando lo chiami significa fine dei giochi, fine del divertimento e questo è un problema ed è il
20.52	22.365333333333332	motivo per cui il tuo cane molte volte decide di non tornare quando lo richiama. Come fare ad
25.600424403183027	30.954588859416447	insegnarli quindi a capire che lui deve scegliere di tornare, a farlo, a convincerlo di scegliere di
31.72185089974293	36.814910025706936	tornare ogni volta che viene richiamato. Per prima cosa nel momento in cui il cane è libero dobbiamo
36.8	44.35590717299578	iniziare a chiamarlo più volte, ok? Non solo quando ci serve per tornare a casa. Quindi cosa
44.46039800995025	50.37507462686567	facciamo? Il cane è libero, noi siamo al parco comunque vicino a lui, lo chiamiamo, ci abbassiamo,
51.081647597254005	57.15551487414187	con un premietto lui verrà, lo chiamiamo finché non viene, a quel punto verrà, prenderà il premio,
57.14005633802817	62.274478873239445	una coccola, ci giriamo e continuiamo a lasciarlo fare quello che stava facendo prima, ok? Quindi
62.420482573726545	67.75474530831099	non lo leghiamo, non gli tocchiamo il collare, non facciamo nulla. In quel caso, diciamo così
67.88045845272207	72.75438395415473	facendo, il cane inizierà a capire che ogni volta che lo chiamate può succedere anche qualcosa di
72.72	78.85581395348838	positivo, per esempio avere un premio, avere una coccola, eccetera. Nella fase successiva,
78.9613296398892	83.77462603878116	quando iniziamo a capire che il cane torna, inizia a scegliere di tornare quasi sempre,
84.18108235294117	90.29543529411765	possiamo fare uno step in più, ovvero lo chiamiamo, quando lo chiamiamo è bene anche
90.24000000000001	97.27570469798658	abbassarsi, abbassarsi non verso di lui ma magari non proprio diciamo di fronte a lui ma magari un
97.2	104.43579868708972	po' lateralmente, ok? allora quando ci abbassiamo gli facciamo una carezza, gli diamo un premietto
105.4024586288416	111.05579196217494	e gli prendiamo il collare e lo leghiamo, ok? aspettiamo qualche secondo, ci alziamo,
111.42158469945356	116.21464480874317	aspettiamo qualche secondo dopodiché lo sleghiamo e lo lasciamo libero nuovamente.
117.06229166666667	121.93494791666666	Questa associazione inizierà ad essere una nuova associazione per i cari, ovvero quando mi
122.16091205211725	126.09368078175895	chiama potrebbe darmi un premio, potrebbe darmi una coccola, potrebbe non succedere niente,
126.32075471698113	131.53477088948787	potrebbe essere che mi lega e poi mi slega, ma nella maggior parte delle volte non vuol
131.48	137.17475324675323	dire che torniamo a casa, ok? Quindi l'associazione nella maggior parte delle volte è positiva, ok?
137.54096866096864	142.2944729344729	E in questo modo il cane inizierà a tornare praticamente sempre, perché nella maggior parte
142.23999999999998	146.59377777777777	delle volte per lui accadrà qualcosa di positivo quando lo chiamiamo. Per questo video è tutto,
147.68344964028776	151.65564658273382	mi raccomando iscriviti al canale attiva la campanella ci vediamo nel prossimo video
