start	end	text
1.0229565217391305	4.9543188405797105	Bene come prima cosa sicuramente se sapete che soffrite di attacchi di panico
4.92	6.424854368932039	dovete cercare di portare con voi almeno una bottiglietta d'acqua, bere un po'
9.300598006644519	13.1734219269103	d'acqua vi aiuta sicuramente a migliorare la salivazione che è scarsa
13.16	17.353704918032786	diminuire leggermente anche il battito cardiaco che in quel momento è super
17.54076696165192	22.11421828908555	accelerato, trova un angolino un po' in disparte e iniziare piano piano a fare
22.080000000000002	26.033355932203392	delle respirazioni molto profonde, un ulteriore suggerimento che ti posso dare
26.0	29.893242320819112	quello di fare attenzione molto alle sensazioni fisiche che si sono attivate
29.88	33.49338289962825	dentro di te. Quando si ha un attacco di panico infatti si tende a essere molto
33.28	36.632603773584904	confusi, questo perché il proprio organismo ha attivato una serie di
37.26178861788618	42.03468834688347	risposte di attacco e fuga, una serie di emozioni anche dentro di noi e sono
42.180717131474104	45.33322709163347	proprio queste sensazioni attivate contemporaneamente che ci fanno sentire
45.50181818181818	48.13217391304348	molto confusi. Immaginate infatti di avere il battito
48.120000000000005	49.765173501577294	cardiaco accelerato, nello stesso tempo di avere difficoltà di respirare, nello
52.480000000000004	57.51593650793651	stesso tempo quello di avere una tensione muscolare su tutto il corpo. Quindi
57.0408	60.89359999999999	concentrarsi sulle proprie sensazioni significa fare una sorta di inventario
61.36180602006688	64.87351170568562	di ciò che ci sta succedendo, facendo una scansione del nostro corpo e delle
64.96053639846743	68.09249042145593	nostre emozioni. Quindi ricapitolando quando siete in preda a un attacco di
68.42118421052632	72.19355263157894	panico e vi trovate in un posto chiuso e affollato come può essere un centro
72.16	73.725	commerciale, sono tre le cose importanti che dovete tenere in considerazione. La
76.62060422960725	81.09407854984894	prima come abbiamo detto è quella di bere un po' d'acqua, la seconda è quella
81.26048899755502	88.77882640586797	di concentrarsi sulla respirazione, quindi imparare molto a respirare in maniera idonea
87.48064516129033	91.95372434017597	quindi anche con una respirazione diaframmatica, la terza è quella di fare una scranzione,
92.16019801980198	96.19346534653467	un inventario del nostro corpo di ciò che si è attivato delle nostre emozioni, questo
96.18	100.61335347432025	ci permette di fare maggiore chiarezza, ci permette di far ritornare la respirazione
101.02058479532164	105.6942105263158	normale quindi uscire da una fase di perventilazione, in questo modo saremo in grado di gestire
106.62513661202186	108.29420765027322	pienamente un attacco di panico.
107.42021504739337	111.47469490521327	Spero che questo video ti sia stato utile, se ti è piaciuto iscriviti al mio canale.
