start	end	text
0.5011210762331839	6.995650224215248	ma adesso passiamo al secondo punto, e un punto un po' più altruistico diciamo, perché io non voglio essere un termine di paragone, cioè non voglio che voi
6.94	12.995062344139651	diciate ad esempio, e si vabbè tanto lei ha preso così, quindi se io prendo un voto più alto, sono più figa, oppure non voglio che
14.10256880733945	19.93591743119266	non penso che c'ate mai questa frase, però avete capito il senso, e non voglio allo stesso modo che voi diciate ad esempio
19.72	26.475529953917054	cavolo io in confronta a lei sono una cacchina perché ho preso un voto più basso, potevo prendere un voto più alto, lei fa questo, fa questo, fa questo, no
27.28220512820513	32.014307692307696	no, io non sono nessuno, voi non siete nessuno, noi non siamo nessuno, non siamo paragoni,
32.66137254901961	36.03235294117647	insomma voi fatevi la vostra università, la vostra superiore, i vostri superiori,
36.8214332247557	40.533485342019546	tranquillamente, io mi faccio la mia università tranquillamente, non ci mettiamo a confronto
40.540000000000006	46.17444730077121	che forse è la migliore delle cose, perché già basta la pressione della situazione universale,
46.34	49.65217712177122	ci manca pure che mi metto io a dire i miei voti, possono essere positivi o negativi e
50.020722891566265	54.45403614457831	poi la situazione peggiora, quindi ho deciso di non dirveli, questa frase l'ho inserita
54.48009732360097	60.655085158150854	un po' mistico. Perché è una ruota. Oggi a me, domani a te. E appena tocca accettare
60.68	62.323467230443974	qualcosa che si considera un fallimento, sono cazzi. Ho scritto davvero questa frase.
68.38072131147541	72.2935081967213	Ti dico soltanto questa piccola cosa che appunto non sono i voti espliciti però è un modo
72.28	76.83396923076923	per farvi capire che la cosa sta andando serenamente, nel senso che ho accettato tutti i voti e per
76.8	77.98414035087718	fortuna non sono riuscita pure a dare tutte le materie. Top.
80.52	81.9270351758794	Considerazioni finali
83.60467532467533	84.16709956709957	Sto impazzendo
85.58093126385809	92.21560975609755	Questa è la solitudine. Ho anche comprato un violino, ne parleremo in un altro video. Comunque, considerazioni finali, ve la leggo proprio
92.72235294117647	95.09303167420813	Pensavo fosse un'esperienza più traumatica
95.66224175824176	101.7956923076923	Ma vi dico la verità perché dipende molto a come sei fatto. Cioè, esempio, a me non ha traumatizzato per fortuna anche perché sono riuscita a gestirla
102.22154882154881	105.95407407407407	però dipende molto a come è fatto una persona a persona perché ci sono delle persone che magari
106.76350168350169	109.95420875420875	soffrono di attacchi di panico, di ansia, allora lì è un discorso totalmente
110.34207547169811	114.11389937106918	diverso, devono affrontare dei percorsi per uscire a una determinata situazione che
114.36103092783506	117.933264604811	non è ottimale, eccetera eccetera eccetera. Voglio dire, io non la sono vissuta
118.22111111111111	121.71319444444445	bene, ma non significa che tu te la devi vivere bene o che ti devi sentire sbagliato
121.68	126.09370716510904	se te la vivi male, attenzione. Significa semplicemente che se te la sei vissuta male
126.12	127.72489296636085	potresti provare ad affrontare con delle persone più competenti di gaiamaggio su
130.86046511627907	136.45488372093024	youtube, enti esempio psicologhi, o al esempio anche amici fidati, potreste affrontare l'argomento
136.76086253369272	141.91471698113207	e cercare di capire come mai te la sei vissuta male e soprattutto se davvero ha senso farsi
141.88	148.23535108958836	il sangue amaro per tre anni di università più due di specialistica potenzialmente, o se forse un
148.16	154.6367792207792	po' meglio viversela con un pochino più di strafottenza, però stare serenamente. Comunque
154.04052805280529	157.99353135313532	sono discorsi che io vi sto dando proprio questa chicca così, però voi dovete affrontarli con delle
158.18081180811808	161.43276752767528	persone davvero competenti, se trovate alle sensazioni che sono difficili da
161.4	165.17301038062286	spiegare oppure difficili da affrontare a soli, fatevi seguire fatevi aiutare
165.42051282051284	171.795337995338	dopodiché sicuramente troverete più serenità. E nulla ho finito fatemi sapere
171.8	175.0325291828794	qua sotto nei commenti come vi sta andando non voglio sapere voti perché il
175.14056782334384	179.2334384858044	primo che mette voti io blocco segnalo vi cancello vi cancello l'iscrizione non
179.32	183.13305841924398	sto scherzando ditemi soltanto come ve la state vivendo se è un periodo un po
183.90252559726963	187.0131058020478	stressante se è un periodo un po giuglio quando erano le superiori
187.04000000000002	187.82567563868614	lo giuro, le vivevo molto peggio le cose
