start	end	text
0.4412535612535613	4.974131054131054	Il primo a rendersi conto dell'importanza fondamentale del tempo e della ripetizione
5.160615384615385	6.788923076923077	per il consolidamento dei ricordi.
6.96	8.443884514435695	E il principio, anche quello ne abbiamo parlato tante volte, è lo spacing.
12.820619718309858	17.47369014084507	C'è bisogno di tempo per consolidare un ricordo qualsiasi, ma soprattutto una lingua,
17.94077192982456	21.412912280701754	e ci vogliono anche delle ripetizioni distribuite e organizzate.
22.001568627450983	26.514173669467787	Molto meglio fare mezz'ora ogni giorno che tre ore e mezza una sola volta alla settimana.
26.900840336134454	31.37333333333334	Se non sei pronto a dedicare almeno qualche ritaglio di tempo al giorno per la nuova lingua,
31.8402787456446	35.372543554006974	puoi anche metterte la via, sarà un processo lungo, faticoso e frustrante.
35.720516795865635	41.11441860465116	La lingua va frequentata, ogni giorno, punto, altrimenti sei destinato a fallire.
41.42034912718204	47.15461346633417	Immersione, sforzo comunicativo, decostruzione messa in sequenza, spacing, questi sono i
47.46042813455657	51.693333333333335	quattro punti cardinali che dovrebbero guidare il tuo studio di una lingua straniera.
52.00080536912752	52.48402684563759	Noti qualcosa?
53.38130208333334	58.614895833333335	esatto nessuno di questi viene applicato a scuola e indovina un po perché l'italia è agli ultimi
58.84063088235295	63.09091911764706	posti in Europa per conoscenza dell'inglese e i ragazzi escono da scuola che a malapena
63.222560344827585	63.54938793103448	sanno dire
