start	end	text
0.24073846153846157	4.57403076923077	Le persone trascorrono la maggior parte della loro vita preoccupandosi molto del
4.5200000000000005	5.224294478527607	loro futuro.
6.041085972850679	7.889411764705883	Sarò in grado di pagare le bollette?
8.460711974110033	12.493721682847896	Che cosa succede se lui o lei mi dovesse lasciare? Con quel umore inizierò il
13.6882119205298	14.010331125827815	temuto lunedì.
13.720971659919028	16.19093117408907	Cosa mi succede se mi viene un attacco di panico mentre guido?
16.66061971830986	21.554366197183096	Queste domande si sentono pronunciare veramente tantissimo, però spesso sono
21.56	22.684765957446807	delle domande che sono sulla bocca delle persone ansiose.
24.540841423948223	28.473527508090616	Sono domande fatte con consapevolezza, ma che spesso risiedono nel nostro
28.48	34.41506361323155	inconscio, quella base di paura. Spesso capita che chi ha l'ansia anticipatoria
34.90162162162162	39.09417417417417	prevede anche dei disastri nella propria vita che poi si aberano,
39.240560224089634	44.2144537815126	ovviamente si aberano e questo non fa altro che confermare ciò che si
44.30027700831025	49.33418282548476	pensava. Hai visto? Te l'avevo detto io. Come avete visto l'ansia anticipatoria è
49.64060790273556	54.053981762917935	presente in chiunque a fretta di viversi un momento, che sia piacevole come
54.040000000000006	60.435299760191846	ricevere un regalo, andare in vacanza, o drammatico come l'avvenimento di qualcosa che avevamo
60.4	67.0754524361949	previsto. Alcune persone fanno molta fatica a viversi in modo semplice il presente, considerando
67.36067085953877	74.63589098532495	che pensando al futuro non ti vivi le cose del momento. La differenza tra l'ansia anticipatoria
75.0610623556582	81.35556581986143	e l'ansia patologica qual è? Cerchiamo di capire insieme. Può capitare a chiunque di avere ansia
81.96142557651991	88.87589098532496	quando si affronta qualcosa di nuovo, un esame, un incontro importante, un viaggio, in questo caso
89.14075187969925	94.89513784461153	provare ansia è del tutto normale e la sua durata è ridotta, infatti non appena l'evento è passato
95.7620581655481	101.83561521252797	l'ansia va via. Nel caso in cui l'ansia dovesse persistere compromettendo il normale proseguimento
101.8	108.25551807228916	della vita, allora il tipo di ansia anticipatoria è da ritenersi problematica o patologica. In
108.22027855153203	113.33448467966575	In questo caso persistono sintomi fisici e mentali, questo tipo di ansia è da ritenersi
113.32000000000001	118.13407624633432	come un sintomo di un disturbo, che può essere un disturbo di panico o un disturbo di ansia
118.3613422818792	119.0861744966443	generalizzata.
119.3203950617284	125.05451851851852	In questo caso naturalmente è utile farsi aiutare da uno psicoterapeuta che dopo una
125.28	128.89281138790037	curata di aniosi procederà con un trattamento personalizzato.
