start	end	text
0.24051172707889124	6.4537313432835814	costa tanto parte appena sotto i 1000 euro per la versione in da 128 gigabyte si sale a 1039 euro
7.921343669250646	13.194935400516798	per la versione da 256 gigabyte che è quella che vi consiglio anche perché avete un pochino più
13.16	20.395729847494554	di spazio e le memorie sono ufs 4.0 che sono una delle novità che sono state adottate con questa
20.36	22.103766233766233	nuova generazione mentre la versione da 128 gigabyte ha ancora le memorie ufs 3.1 non è che
28.241635883905015	33.29493403693931	ci sia questa differenza abissale poi nell'utilizzo di tutti i giorni certo se fate un benchmark e la
33.22	38.97313501144165	differenza c'è però ecco veramente sono inezie vi consiglio comunque la versione la 256 anche
40.140407124681936	45.05287531806616	perché fino al 16 di febbraio avete delle promo come per esempio un cashback di 60 euro su questo
45.86	49.893535353535356	smartphone che riporta il prezzo di listino fondamentalmente a quello della versione da
50.64191142191142	56.475477855477855	128 quindi perché non approfittarne tra l'altro avete anche altre offerte altre promo come il
56.56039436619719	61.89538028169014	trade in dove vi valutano il vostro usato e poi vi aggiungono ancora un ulteriore sconto quindi se
61.70042216358839	67.19488126649077	volete portarvelo a casa ad un prezzo scontato avete ancora qualche giorno per pensarci altrimenti
67.6414164305949	72.29456090651558	potete anche pensare di aspettare un pochino e i prezzi sicuramente scenderanno anche se
72.62113314447592	77.31439093484418	rispetto all'anno scorso secondo me scenderanno un po' di meno perché banalmente la concorrenza
79.28479418886198	83.65535108958838	fino adesso sta un po' latitando li assumendo quindi bello compatto finalmente con un'autonomia
83.94105571847507	88.49436950146628	soddisfacente che vi permette di arrivare a sera senza troppi patemi per quanto non
88.64069400630915	92.85394321766562	sia comunque un battery phone ovviamente ci sono prodotti che sono nettamente più grandi e
92.90040404040404	96.77340067340067	hanno una batteria che dura nettamente di più però quello che mi interessava qua era capire
96.74	102.71508860759494	proprio se riusciva ad arrivare a sera i difetti come vi ho detto la ultra wide senza autofocus è
102.9607874015748	108.39501312335958	un po monca non c'è il wifi 7 non c'è neanche la connettività ultra wide band e non c'è un
108.3	115.33563474387527	display LTPO che sarebbe stato sicuramente migliore. Infine la ricarica è lenta e rima,
115.74121212121211	120.77504132231405	non ve ne ho parlato prima perché non è cambiata, arriviamo a 25 watt e c'è anche la ricarica
121.06137535816619	125.41381088825214	wireless, la ricarica wireless inversa e va bene però su un telefono che costa ormai più di 1000
125.82065040650406	131.01468834688347	euro, dai 25 watt non si possono più vedere. E quindi insomma non è sicuramente perfetto però
131.24089965397923	135.01391003460208	è uno di quegli smartphone che mi ha rubato un pezzettino di cuore, che mi sono piaciuti davvero
135.70263610315186	139.834441260745	tanto nell'utilizzo di tutti i giorni. va bene siamo arrivati alla fine di questo video adesso
140.18131147540984	143.97370491803278	voglio sentire anche il vostro parere come sempre se vi è piaciuto questo video un bel like e
143.9	148.71523809523808	iscrivervi al nostro canale. Io sono Matteo, noi ci vediamo in un prossimo video. Ciao!
