start	end	text
0.2207612456747405	3.833217993079585	e niente il video che voglio fare oggi è un video che mi sono stupita di non
3.8802930402930405	7.533626373626374	aver fatto prima perché ero convinta di averlo fatto ed è un video interamente
7.28	8.263616236162362	dedicato a come risparmiare quando si fa la spesa
10.800269360269361	14.713400673400674	ovviamente mi sarebbe piaciuto farlo in ottica sostenibile ma credo che farò
14.68	16.205049833887042	proprio un video dedicato su come fare la spesa sostenibile però è ovvio che
18.980925266903913	22.39302491103203	in questi consigli che vi darò ci sono ovviamente c'è un occhio di riguardo
22.841543408360128	26.653762057877813	essere un po' più attenti agli sprechi al chilometro zero e ovviamente la
26.6	29.752217898832686	sostenibilità quindi diciamo che è un video un po' ibrido che spero possa
29.940622837370245	33.85411764705883	interessarvi. Questi sono dei consigli dei tips che io per prima ho scoperto
34.021625441696116	37.273074204947	nella mia vita e ho messo in pratica per lungo periodo e ho scoperto poi appunto
37.24	40.10642061781609	di essermi trovata molto bene e quindi cominciamo subito.
