start	end	text
0.40119402985074626	4.794268656716418	in descrizione tre articoli del sole 24 ore, tutti e tre molto recenti ma ve li metto in ordine di
4.72	10.975256723716381	pubblicazione, che cercano attraverso dati e opinioni di esperti di dare una visione abbastanza
11.220755667506298	16.935113350125945	comprensiva del problema. C'è un problema sistemico e c'è anche un problema culturale da parte
16.88	18.9462996941896	delle famiglie, dei giovani stessi. Le responsabilità sono difficili da attribuire e è molto importante
21.44	23.08430446194226	secondo me capire come stanno le cose per eventualmente adattarsi ad esse. Il primo
27.080000000000002	30.312529182879373	problema che abbiamo, che si vede bene nel primo degli articoli che vi metto qui
30.54084985835694	35.37450424929178	sotto, è quello di una domanda di lavoro non così qualificata come quella che è
35.32	39.65375796178344	l'offerta che esce dalle università, fossero anche università di stampo
39.88088435374149	43.432925170068025	tecnico e scientifico. L'Italia, il mercato del lavoro italiano, è
43.660456026058625	47.69355048859935	egemonizzato, potremmo dire così, dalle piccole e medie imprese, dai dieci
47.82039886039886	52.814586894586895	dipendenti a qualche cosa del genere. Sempre meno esiste la possibilità di
53.101576763485475	55.61195020746888	collocamento nelle pubbliche amministrazioni rispetto a un tempo,
55.56	62.4356264236902	rispetto ad altri paesi e quindi c'è, esiste un'offerta troppo qualificata rispetto alle
62.5604914004914	68.49503685503686	domande di lavoro di quella che è l'offerta lavorativa italiana. Questo è senza dubbio
68.54005037783377	74.5150629722922	uno dei primi problemi ma non è assolutamente esaurito qui. Come si vede continuando gli
75.00107660455487	81.33416149068323	articoli c'è anche un problema di abbandono scolastico, c'è un problema di bassa scolarizzazione,
82.40067605633803	87.13397183098591	problema di minor numero di laureati rispetto agli altri paesi europei, cioè il fatto che
87.4805633802817	92.43447887323943	una situazione così frustrante per coloro che hanno un'alta qualifica ovviamente porta
92.74111475409835	96.17232786885245	ad un grande livello di abbandono, questo è un altro grandissimo problema dell'Italia
96.62030959752322	101.05399380804954	rispetto agli altri paesi. In più c'è un problema di mismatch delle competenze che
101.36128113879003	104.67302491103203	non è esaurito da quello che racconta il primo dei tre articoli ma che è molto più
105.36208695652174	109.17310144927536	complicato di così. Sì, è vero che c'è una grande domanda di competenze, di qualifiche
109.66031347962382	113.65278996865204	diciamo di medio livello non così forti come quelle che possono uscire dalle università,
113.96000000000001	119.9145945945946	ma è anche vero che c'è una grandissima domanda di lavoratori che non incontra l'offerta
120.44094395280237	124.91410029498525	di lavoratori che escono dalle scuole e dalle università. Questo è prima di tutto il problema
124.92	129.57401812688823	che abbiamo in Italia, un vero e proprio mismatch come viene definito dal sole 24 ore, sapete
129.56	133.59335548172757	in palacanestro quando un giocatore molto alto ne marca uno piccolino si dice che c'è
133.90094043887146	137.57241379310344	un mismatch perché il piccolo è troppo veloce e quello grande non riuscirà mai a controllarlo,
138.0	141.6930035335689	stessa cosa all'opposto, quando il giocatore è molto alto in attacco ed è marcato da
141.78033222591364	145.71335548172758	un giocatore piccolo, andrà a schiacciargli in testa senza nessuna difficoltà. Cercare
145.72	149.9135275080906	di creare questi mismatch è un modo per riuscire a fare canestro, quando c'è un mismatch fra
149.92	154.37383177570095	la domanda e l'offerta di lavoro, però abbiamo un problema molto molto grande a fare canestro
154.36	159.29426086956522	potremmo dire con una brutta e sciocca metafora, è la disoccupazione, perché come si vede
159.48057306590258	163.69260744985672	bene da questi articoli c'è una domanda di figure lavorative che non corrisponde all'offerta,
164.5410358565737	167.35219123505976	offerta che in Italia, rispetto ad altri paesi in particolare si fa il
167.32	173.75532219570405	paragone con la Germania, è molto molto più orientata alle lauree e agli studi
173.86058091286307	176.61195020746888	umanistici che a quelli tecnici e scientifici rispetto a quella che
176.56	180.89380191693292	sarebbe la domanda del mondo del lavoro. Quindi da un lato produciamo anche in
181.04060790273556	185.61446808510638	ambito cosiddetto SEMS, cioè tecnici e scientifici, delle figure a volte troppo
185.44	189.75419141914193	qualificate per il nostro mercato, un po' per la domanda che non è all'altezza
189.96140575079872	193.7936102236422	spesso, ma anche perché quando c'è la domanda spesso c'è una concorrente
193.94037135278515	199.25442970822283	all'estero molto più remunerativa e quindi si genera quella bellissima meccanica che
199.60073846153847	203.61304615384617	è il contrario di qualunque forma di sovranismo possiamo immaginarci che continuiamo ad esportare
204.0003761755486	208.27373040752352	i nostri giovani migliori all'estero e quindi a donare le loro capacità agli altri paesi
208.28	213.314301994302	privandocene noi che è una cosa tragica in prospettiva quindi un problema sistemico
213.58062650602412	219.0938795180723	molto molto forte ma al tempo stesso un problema che mi sembra giusto definire culturale ovvero
219.64000000000001	223.61333333333334	il fatto che e a un certo punto se non sbaglio del terzo articolo si dice proprio molto
224.30192837465566	228.854435261708	a chiare lettere, le famiglie e i giovani, nel momento in cui vanno a scegliere la formazione
228.88	230.9450864197531	superiore e la formazione universitaria, ma anche quella superiore, tendono a fare ragionamenti
235.36094986807387	240.57467018469657	di breve periodo, qual è il corso preferito, quali sono le cose che daranno maggiore piacere
240.6	245.93457534246573	nel breve, senza pensare a quali saranno le chance occupazionali e di retribuzione nel
246.10120805369127	246.34281879194629	lungo.
247.5218018018018	251.17273273273273	Ora, il fatto che vi stia parlando un laureato in scienza della comunicazione e in filosofia
251.7403294117647	258.1353411764706	da YouTube dovrebbe farvi capire che cosa intendo, diciamo che sono un esempio vivente
258.2402877697842	263.8737649880096	di coloro che hanno fatto una scelta di breve respiro, poi insomma non sono personalmente
264.6806734006734	268.4734006734007	pentito di quello che ho fatto, ma è qualcosa che se ci fate caso io non consiglio mai
268.44	273.9146380697051	di fare a nessuno, perché devi essere davvero un freak per tenere botta dopo un inquadramento
274.1406043956044	279.19445054945055	di questo genere. Ecco che in Italia produciamo troppi umanisti, produciamo troppe persone
279.21999999999997	283.15328813559324	versate nella materia umanistica quando non ne abbiamo nessun bisogno, non abbiamo nessun
283.4808785529716	288.8948320413437	posto per loro. E quindi la scuola italiana, ma guardate questo riguarda sia le superiori
289.1005571030641	294.1144846796658	che l'università, è una sorta, possiamo immaginarcela come catena di montaggio, che
294.3404485981309	300.5520373831776	produce laureati che il mondo del lavoro non richiede e che non hanno sbocchi. Per cui
302.980387409201	309.1352542372881	questo senso siamo fregati. Non esiste un'educazione al lavoro da parte della
309.30078431372544	312.2523137254902	scuola, da parte delle famiglie, non esiste una consapevolezza di questo
312.21999999999997	315.8133582089552	problema da parte dei giovani, oppure quando esiste viene in qualche modo
315.6	316.4226797385621	messa a tacere, si fa finta di non vederla.
320.9634366197183	324.89447887323945	È molto triste la situazione per il nostro paese, è triste che il mondo del
324.86	329.63412462908013	lavoro in gran parte non offra quelle chance ai lavoratori molto qualificati
329.62	335.15472	dell'ambito scientifico per riuscire a trattenerli dall'estero o per non umiliarli in un lavoro
335.34041753653446	342.33498956158667	per cui sono sovracqualificati, ma al tempo stesso abbiamo un sacco di laureati umanistici,
342.74	348.99447795823664	un sacco di giovani con velleità artistico-umanistiche che non hanno nessun mercato e nessuna domanda
349.50037854889587	353.75375394321765	e che però continuiamo a produrre sulla base di uno scollamento dalla realtà che sembra
354.0207427055703	359.2946949602122	essere un pochino il light motive di quest'epoca, di queste ultime decadi. Nella vita culturale
359.48062717770034	363.09317073170735	potremmo definirla così, del nostro paese. A questo proposito vi faccio vedere che il
363.36087209302326	367.9742441860465	titolo non è un coming out, a meno che non lo si voglia intendere così, ma non è neanche
367.96000000000004	373.89506361323157	un clickbait, è un bellissimo consigliato quasi obbligatorio ragazzi, fumetto che ho
373.84000000000003	378.273	letto di recente, che si chiama appunto Sono un giovane mediocre di Gérard Losier. E'
378.66	380.4847272727273	un fumetto, non abbiate paura, tutto disegnato, ci sono anche scene di sesso, quindi vi piacerà?
384.38	388.833746130031	Scherzi a parte, è ambientato in Francia, racconta la storia di un giovane francese
388.86	393.9142776203966	dagli anni 60 a tempi più recenti, è diviso in due, quando aveva 12 anni invece, scusate
394.3412232415902	398.4938837920489	18 anni invece da adulto, ma come fosse ambientato in Italia, non c'è assolutamente nessun gap
398.5	403.2140298507463	da un punto di vista della location, diciamo così, è perfetto anche per noi, e parla
403.22	408.0741935483871	di un giovane velleitario, un giovane velleitario che non riesce a guardare la realtà, che si
408.5213649851632	412.8140652818991	sente e si crede superiore ad alcune mansioni, a quello che il mondo del lavoro eventualmente
412.82	418.09449035812673	gli potrebbe offrire, ma al tempo stesso non è neanche un principe del, non è un principe
418.1	422.3536334405145	del Foro e non centro non è neanche un genio di ambito accademico, tutt'altro, è davvero
422.56064139941697	427.23422740524785	un giovane mediocre in questo senso, soprattutto è atroce la sua capacità di mentire a se
427.22	432.51357326478154	stesso del credersi poeta, autore di qualche tipo, addirittura pittore a un certo punto,
433.02000000000004	438.35403693931397	senza avere davvero nessuna buona ragione per credersi tale, mi limiterò a dire così,
438.90082111436953	443.4741935483871	ed incontrando nel suo percorso sia da ragazzo che da adulto le figure più improbabili e
445.7243212237094	451.97625239005737	più incredibili, in delle vere proprie escalation vertiginose nel mondo dell'ipocrisia, del
452.2809115281501	457.41463806970506	mentire a se stessi e agli altri per mantenere una facciata nella profonda consapevolezza
457.41999999999996	463.2949109414758	che questa facciata non è sostenibile economicamente e non ha nessuna buona ragione per essere
463.29999999999995	468.3136239782016	sostenuta, anche da un punto di vista volessimo considerarlo artistico, poetico e quant'altro.
469.0010303030303	473.294	Tremendo, terrificante, una delle letture più dolorose e più necessarie che possiamo
473.46054054054053	477.974054054054	fare adesso. Questo fumetto che tra l'altro all'introduzione di Raffaele Alberto Ventura,
