start	end	text
1.0421802935010482	7.615932914046122	e senza bisogno di competenze informatiche o burocratiche. Specifico che questo modus operandi
7.5600000000000005	13.054891304347827	che vi spiegherò a breve non l'ho inventato io ma l'ho copiato pari pari da un ragazzo che ho
13.30100558659218	18.515530726256983	conosciuto un po' di tempo fa e che lo fa proprio per lavoro. Questo metodo vi permette di guadagnare
18.661176470588238	25.375773420479305	tra i 20 e i 40 euro giornalieri se lo fate part time e tra i 40 e gli 80 euro se ci dedicate tutta
25.660931506849316	30.714739726027396	la giornata. Capite da voi che se lo associate a uno stipendio che già avete, ci andrete ad
30.780334128878284	37.095369928400956	arrotondare molto bene. Ma dobbiamo specificare una cosa, fatta con costanza questa attività
37.54108932461874	44.29577342047931	in teoria necessita di partita IVA, ma fatta in maniera occasionale no. Sono esclusi da questo
44.420482573726545	49.794852546916886	discorso però gli e-commerce. Ma siccome non sono un commercialista non mi addentro e sono
49.72	54.49412462908012	informazioni che dovrete andare a reperire voi stessi qualora vogliate farlo come il lavoro.
54.480000000000004	60.57516209476309	Questo in teoria in pratica è impossibile che vi vengano a controllare. E tra
60.80085106382978	65.39477203647417	parentesi onde evitare problemi non lo faccio come lavoro l'ho semplicemente
65.60129380053908	70.61477088948787	testato per 30 giorni solo per vedere se funziona e non penso che continuerò a
70.94119122257054	75.0139184952978	farlo come lavoro perché comunque occupa tempo, tempo che voglio dedicare ad
74.96	79.49314603960396	altre attività. Ma ora partiamo finalmente con il primo passo. La prima
79.66245411392406	80.99717879746837	cosa che dovete fare è
